Name                                                                                     Type                   Forward_MACs     FPercent    Memory          MPercent    Params      PPercent    InShape        OutShape
/backbone/res4/res4.0/shortcut/Conv                                                      Conv                   2,151,677,952    0.80%       18,878,464      0.09%       525,312     0.65%       1x512x128x128  1x1024x64x64
/sem_seg_head/input_proj.2/input_proj.2.0/Conv                                           Conv                   2,151,677,952    0.80%       17,302,528      0.08%       131,328     0.16%       1x512x128x128  1x256x128x128
/backbone/res4/res4.0/Relu                                                               Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x256x128x128  1x256x128x128
/backbone/res4/res4.0/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x128x128  1x256x64x64
/sem_seg_head/input_proj.2/input_proj.2.1/InstanceNormalization                          InstanceNormalization  29,360,128       0.01%       16,777,216      0.08%       0           0.00%       1x32x131072    1x32x131072
/backbone/res4/res4.0/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.0/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/sem_seg_head/input_proj.2/input_proj.2.1/Mul                                            Mul                    4,194,304        0.00%       16,778,240      0.08%       256         0.00%       1x256x128x128  1x256x128x128
/backbone/res4/res4.0/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/sem_seg_head/input_proj.2/input_proj.2.1/Add                                            Add                    4,194,304        0.00%       16,778,240      0.08%       256         0.00%       1x256x128x128  1x256x128x128
/backbone/res4/res4.0/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.1/conv1/Conv                                                         Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/sem_seg_head/transformer/Transpose_4                                                    Transpose              0                0.00%       16,777,216      0.08%       0           0.00%       1x256x16384    1x16384x256
/backbone/res4/res4.1/Relu                                                               Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.1/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x64x64    1x256x64x64
/backbone/res4/res4.1/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.1/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/backbone/res4/res4.1/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.1/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.2/conv1/Conv                                                         Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/backbone/res4/res4.2/Relu                                                               Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.2/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x64x64    1x256x64x64
/backbone/res4/res4.2/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.2/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/backbone/res4/res4.2/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.2/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.3/conv1/Conv                                                         Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/backbone/res4/res4.3/Relu                                                               Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.3/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x64x64    1x256x64x64
/backbone/res4/res4.3/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.3/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/backbone/res4/res4.3/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.3/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.4/conv1/Conv                                                         Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/backbone/res4/res4.4/Relu                                                               Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.4/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x64x64    1x256x64x64
/backbone/res4/res4.4/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.4/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/backbone/res4/res4.4/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.4/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.5/conv1/Conv                                                         Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/backbone/res4/res4.5/Relu                                                               Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.5/conv2/Conv                                                         Conv                   2,416,967,680    0.90%       6,554,624       0.03%       590,080     0.73%       1x256x64x64    1x256x64x64
/backbone/res4/res4.5/Relu_1                                                             Relu                   1,048,576        0.00%       4,194,304       0.02%       0           0.00%       1x256x64x64    1x256x64x64
/backbone/res4/res4.5/conv3/Conv                                                         Conv                   1,077,936,128    0.40%       17,829,888      0.08%       263,168     0.33%       1x256x64x64    1x1024x64x64
/backbone/res4/res4.5/Add                                                                Add                    4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res4/res4.5/Relu_2                                                             Relu                   4,194,304        0.00%       16,777,216      0.08%       0           0.00%       1x1024x64x64   1x1024x64x64
/backbone/res5/res5.0/conv1/Conv                                                         Conv                   2,149,580,800    0.80%       10,487,808      0.05%       524,800     0.65%       1x1024x64x64   1x512x64x64
/backbone/res5/res5.0/shortcut/Conv                                                      Conv                   2,149,580,800    0.80%       16,785,408      0.08%       2,099,200   2.61%       1x1024x64x64   1x2048x32x32
/sem_seg_head/input_proj.1/input_proj.1.0/Conv                                           Conv                   1,074,790,400    0.40%       5,243,904       0.02%       262,400     0.33%       1x1024x64x64   1x256x64x64
/backbone/res5/res5.0/Relu                                                               Relu                   2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x512x64x64    1x512x64x64
/backbone/res5/res5.0/conv2/Conv                                                         Conv                   2,416,443,392    0.90%       11,536,384      0.05%       2,359,808   2.93%       1x512x64x64    1x512x32x32
/sem_seg_head/input_proj.1/input_proj.1.1/InstanceNormalization                          InstanceNormalization  7,340,032        0.00%       4,194,304       0.02%       0           0.00%       1x32x32768     1x32x32768
/backbone/res5/res5.0/Relu_1                                                             Relu                   524,288          0.00%       2,097,152       0.01%       0           0.00%       1x512x32x32    1x512x32x32
/backbone/res5/res5.0/conv3/Conv                                                         Conv                   1,075,838,976    0.40%       12,591,104      0.06%       1,050,624   1.31%       1x512x32x32    1x2048x32x32
/sem_seg_head/input_proj.1/input_proj.1.1/Mul                                            Mul                    1,048,576        0.00%       4,195,328       0.02%       256         0.00%       1x256x64x64    1x256x64x64
/backbone/res5/res5.0/Add                                                                Add                    2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/sem_seg_head/input_proj.1/input_proj.1.1/Add                                            Add                    1,048,576        0.00%       4,195,328       0.02%       256         0.00%       1x256x64x64    1x256x64x64
/backbone/res5/res5.0/Relu_2                                                             Relu                   2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/backbone/res5/res5.1/conv1/Conv                                                         Conv                   1,074,266,112    0.40%       6,293,504       0.03%       1,049,088   1.30%       1x2048x32x32   1x512x32x32
/sem_seg_head/transformer/Transpose_2                                                    Transpose              0                0.00%       4,194,304       0.02%       0           0.00%       1x256x4096     1x4096x256
/backbone/res5/res5.1/Relu                                                               Relu                   524,288          0.00%       2,097,152       0.01%       0           0.00%       1x512x32x32    1x512x32x32
/backbone/res5/res5.1/conv2/Conv                                                         Conv                   2,416,443,392    0.90%       11,536,384      0.05%       2,359,808   2.93%       1x512x32x32    1x512x32x32
/backbone/res5/res5.1/Relu_1                                                             Relu                   524,288          0.00%       2,097,152       0.01%       0           0.00%       1x512x32x32    1x512x32x32
/backbone/res5/res5.1/conv3/Conv                                                         Conv                   1,075,838,976    0.40%       12,591,104      0.06%       1,050,624   1.31%       1x512x32x32    1x2048x32x32
/backbone/res5/res5.1/Add                                                                Add                    2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/backbone/res5/res5.1/Relu_2                                                             Relu                   2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/backbone/res5/res5.2/conv1/Conv                                                         Conv                   1,074,266,112    0.40%       6,293,504       0.03%       1,049,088   1.30%       1x2048x32x32   1x512x32x32
/backbone/res5/res5.2/Relu                                                               Relu                   524,288          0.00%       2,097,152       0.01%       0           0.00%       1x512x32x32    1x512x32x32
/backbone/res5/res5.2/conv2/Conv                                                         Conv                   2,416,443,392    0.90%       11,536,384      0.05%       2,359,808   2.93%       1x512x32x32    1x512x32x32
/backbone/res5/res5.2/Relu_1                                                             Relu                   524,288          0.00%       2,097,152       0.01%       0           0.00%       1x512x32x32    1x512x32x32
/backbone/res5/res5.2/conv3/Conv                                                         Conv                   1,075,838,976    0.40%       12,591,104      0.06%       1,050,624   1.31%       1x512x32x32    1x2048x32x32
/backbone/res5/res5.2/Add                                                                Add                    2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/backbone/res5/res5.2/Relu_2                                                             Relu                   2,097,152        0.00%       8,388,608       0.04%       0           0.00%       1x2048x32x32   1x2048x32x32
/sem_seg_head/input_proj.0/input_proj.0.0/Conv                                           Conv                   537,133,056      0.20%       3,146,752       0.01%       524,544     0.65%       1x2048x32x32   1x256x32x32
/sem_seg_head/input_proj.0/input_proj.0.1/InstanceNormalization                          InstanceNormalization  1,835,008        0.00%       1,048,576       0.00%       0           0.00%       1x32x8192      1x32x8192
/sem_seg_head/input_proj.0/input_proj.0.1/Mul                                            Mul                    262,144          0.00%       1,049,600       0.00%       256         0.00%       1x256x32x32    1x256x32x32
/sem_seg_head/input_proj.0/input_proj.0.1/Add                                            Add                    262,144          0.00%       1,049,600       0.00%       256         0.00%       1x256x32x32    1x256x32x32
/sem_seg_head/transformer/Transpose                                                      Transpose              0                0.00%       1,048,576       0.00%       0           0.00%       1x256x1024     1x1024x256
/sem_seg_head/transformer/encoder/layers.0/Add                                           Add                    5,505,024        0.00%       44,040,192      0.20%       5,505,024   6.84%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/value_proj/MatMul                   MatMul                 1,409,286,144    0.52%       22,282,240      0.10%       65,536      0.08%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/value_proj/Add                      Add                    5,505,024        0.00%       22,021,120      0.10%       256         0.00%       256            1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/sampling_offsets/MatMul             MatMul                 1,056,964,608    0.39%       16,711,680      0.08%       49,152      0.06%       1x21504x256    1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/attention_weights/MatMul            MatMul                 528,482,304      0.20%       8,355,840       0.04%       24,576      0.03%       1x21504x256    1x21504x96
/sem_seg_head/transformer/encoder/layers.0/self_attn/Where                               Where                  0                0.00%       22,041,600      0.10%       21,504      0.03%       1x21504x1      1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/sampling_offsets/Add                Add                    4,128,768        0.00%       16,515,840      0.07%       192         0.00%       192            1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/attention_weights/Add               Add                    2,064,384        0.00%       8,257,920       0.04%       96          0.00%       96             1x21504x96
/sem_seg_head/transformer/encoder/layers.0/self_attn/Div                                 Div                    16,515,072       0.01%       33,030,144      0.15%       4,128,768   5.13%       1x21504x192    1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/Softmax                             Softmax                74,317,824       0.03%       8,257,536       0.04%       0           0.00%       1x21504x8x12   1x21504x8x12
/sem_seg_head/transformer/encoder/layers.0/self_attn/Add                                 Add                    4,128,768        0.00%       33,030,144      0.15%       4,128,768   5.13%       1x21504x192    1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/Split                               Split                  0                0.00%       22,020,120      0.10%       3           0.00%       1x21504x8x32   1x1024x8x32
/sem_seg_head/transformer/encoder/layers.0/self_attn/Mul_2                               Mul                    4,128,768        0.00%       16,515,072      0.07%       0           0.00%       1x21504x192    1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/Sub                                 Sub                    4,128,768        0.00%       16,515,072      0.07%       0           0.00%       1x21504x192    1x21504x192
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose                           Transpose              0                0.00%       1,048,576       0.00%       0           0.00%       1x1024x256     1x256x1024
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_2                         Transpose              0                0.00%       4,194,304       0.02%       0           0.00%       1x4096x256     1x256x4096
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_4                         Transpose              0                0.00%       16,777,216      0.08%       0           0.00%       1x16384x256    1x256x16384
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_6                         Transpose              0                0.00%       8,257,536       0.04%       0           0.00%       1x21504x8x3x4  1x8x21504x3x4
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_1                         Transpose              0                0.00%       5,505,024       0.02%       0           0.00%       1x21504x8x4x2  1x8x21504x4x2
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_3                         Transpose              0                0.00%       5,505,024       0.02%       0           0.00%       1x21504x8x4x2  1x8x21504x4x2
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_5                         Transpose              0                0.00%       5,505,024       0.02%       0           0.00%       1x21504x8x4x2  1x8x21504x4x2
/sem_seg_head/transformer/encoder/layers.0/self_attn/GridSample                          GridSample             0                0.00%       88,080,384      0.40%       0           0.00%       8x32x32x32     8x32x21504x4
/sem_seg_head/transformer/encoder/layers.0/self_attn/GridSample_1                        GridSample             0                0.00%       88,080,384      0.40%       0           0.00%       8x32x64x64     8x32x21504x4
/sem_seg_head/transformer/encoder/layers.0/self_attn/GridSample_2                        GridSample             0                0.00%       88,080,384      0.40%       0           0.00%       8x32x128x128   8x32x21504x4
/sem_seg_head/transformer/encoder/layers.0/self_attn/Mul_3                               Mul                    66,060,288       0.02%       264,241,152     1.19%       0           0.00%       8x32x21504x12  8x32x21504x12
/sem_seg_head/transformer/encoder/layers.0/self_attn/ReduceSum                           ReduceSum              66,060,288       0.02%       22,020,104      0.10%       1           0.00%       8x32x21504x12  8x32x21504
/sem_seg_head/transformer/encoder/layers.0/self_attn/Transpose_7                         Transpose              0                0.00%       22,020,096      0.10%       0           0.00%       1x256x21504    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/output_proj/MatMul                  MatMul                 1,409,286,144    0.52%       22,282,240      0.10%       65,536      0.08%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/self_attn/output_proj/Add                     Add                    5,505,024        0.00%       22,021,120      0.10%       256         0.00%       256            1x21504x256
/sem_seg_head/transformer/encoder/layers.0/Add_1                                         Add                    5,505,024        0.00%       22,020,096      0.10%       0           0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/norm1/ReduceMean                              ReduceMean             5,505,024        0.00%       86,016          0.00%       0           0.00%       1x21504x256    1x21504x1
/sem_seg_head/transformer/encoder/layers.0/norm1/Sub                                     Sub                    5,505,024        0.00%       22,020,096      0.10%       0           0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/norm1/Pow                                     Pow                    176,160,768      0.07%       22,020,096      0.10%       0           0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/norm1/ReduceMean_1                            ReduceMean             5,505,024        0.00%       86,016          0.00%       0           0.00%       1x21504x256    1x21504x1
/sem_seg_head/transformer/encoder/layers.0/norm1/Add                                     Add                    21,504           0.00%       86,016          0.00%       0           0.00%       1x21504x1      1x21504x1
/sem_seg_head/transformer/encoder/layers.0/norm1/Sqrt                                    Sqrt                   516,096          0.00%       86,016          0.00%       0           0.00%       1x21504x1      1x21504x1
/sem_seg_head/transformer/encoder/layers.0/norm1/Div                                     Div                    22,020,096       0.01%       22,020,096      0.10%       0           0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/norm1/Mul                                     Mul                    5,505,024        0.00%       22,021,120      0.10%       256         0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/norm1/Add_1                                   Add                    5,505,024        0.00%       22,021,120      0.10%       256         0.00%       1x21504x256    1x21504x256
/sem_seg_head/transformer/encoder/layers.0/linear1/MatMul                                MatMul                 5,637,144,576    2.10%       89,128,960      0.40%       262,144     0.33%       1x21504x256    1x21504x1024
/sem_seg_head/transformer/encoder/layers.0/linear1/Add                                   Add                    22,020,096       0.01%       88,084,480      0.40%       1,024       0.00%       1024           1x21504x1024
/sem_seg_head/transformer/encoder/layers.0/Relu                                          Relu                   22,020,096       0.01%       88,080,384      0.40%       0           0.00%       1x21504x1024   1x21504x1024
