Name                                                                 Type            Forward_MACs    FPercent    Memory         MPercent    Params      PPercent    InShape        OutShape
/model/backbone/res_layers.3/blocks.1/act/Relu                       Relu            204,800         0.00%       819,200        0.08%       0           0.00%       1x512x20x20    1x512x20x20
/model/encoder/input_proj.2/input_proj.2.0/Conv                      Conv            52,531,200      0.17%       934,912        0.09%       131,328     0.65%       1x512x20x20    1x256x20x20
/model/encoder/Transpose                                             Transpose       0               0.00%       409,600        0.04%       0           0.00%       1x256x400      1x400x256
/model/encoder/encoder.0/layers.0/self_attn/Transpose_1              Transpose       0               0.00%       409,600        0.04%       0           0.00%       1x256x400      400x1x256
/model/encoder/encoder.0/layers.0/Add                                Add             102,400         0.00%       819,200        0.08%       102,400     0.51%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/self_attn/MatMul_2                 MatMul          26,214,400      0.08%       671,744        0.07%       65,536      0.33%       400x1x256      400x1x256
/model/encoder/encoder.0/layers.0/self_attn/Transpose                Transpose       0               0.00%       409,600        0.04%       0           0.00%       1x400x256      400x1x256
/model/encoder/encoder.0/layers.0/self_attn/Add_2                    Add             102,400         0.00%       410,624        0.04%       256         0.00%       256            400x1x256
/model/encoder/encoder.0/layers.0/self_attn/MatMul                   MatMul          26,214,400      0.08%       671,744        0.07%       65,536      0.33%       400x1x256      400x1x256
/model/encoder/encoder.0/layers.0/self_attn/MatMul_1                 MatMul          26,214,400      0.08%       671,744        0.07%       65,536      0.33%       400x1x256      400x1x256
/model/encoder/encoder.0/layers.0/self_attn/Add                      Add             102,400         0.00%       410,624        0.04%       256         0.00%       256            400x1x256
/model/encoder/encoder.0/layers.0/self_attn/Add_1                    Add             102,400         0.00%       410,624        0.04%       256         0.00%       256            400x1x256
/model/encoder/encoder.0/layers.0/self_attn/Transpose_3              Transpose       0               0.00%       409,600        0.04%       0           0.00%       400x8x32       8x400x32
/model/encoder/encoder.0/layers.0/self_attn/Transpose_2              Transpose       0               0.00%       409,600        0.04%       0           0.00%       400x8x32       8x400x32
/model/encoder/encoder.0/layers.0/self_attn/Transpose_4              Transpose       0               0.00%       409,600        0.04%       0           0.00%       400x8x32       8x32x400
/model/encoder/encoder.0/layers.0/self_attn/Div_1                    Div             409,600         0.00%       409,600        0.04%       0           0.00%       8x400x32       8x400x32
/model/encoder/encoder.0/layers.0/self_attn/MatMul_3                 MatMul          40,960,000      0.13%       5,120,000      0.50%       0           0.00%       8x400x32       8x400x400
/model/encoder/encoder.0/layers.0/self_attn/Softmax                  Softmax         46,080,000      0.15%       5,120,000      0.50%       0           0.00%       8x400x400      8x400x400
/model/encoder/encoder.0/layers.0/self_attn/MatMul_4                 MatMul          40,960,000      0.13%       409,600        0.04%       0           0.00%       8x400x400      8x400x32
/model/encoder/encoder.0/layers.0/self_attn/Transpose_5              Transpose       0               0.00%       409,600        0.04%       0           0.00%       8x400x32       400x8x32
/model/encoder/encoder.0/layers.0/self_attn/Gemm                     Gemm            26,316,800      0.08%       672,768        0.07%       65,792      0.33%       400x256        400x256
/model/encoder/encoder.0/layers.0/self_attn/Transpose_6              Transpose       0               0.00%       409,600        0.04%       0           0.00%       400x1x256      1x400x256
/model/encoder/encoder.0/layers.0/Add_1                              Add             102,400         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm1/ReduceMean                   ReduceMean      102,400         0.00%       1,600          0.00%       0           0.00%       1x400x256      1x400x1
/model/encoder/encoder.0/layers.0/norm1/Sub                          Sub             102,400         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm1/Pow                          Pow             3,276,800       0.01%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm1/ReduceMean_1                 ReduceMean      102,400         0.00%       1,600          0.00%       0           0.00%       1x400x256      1x400x1
/model/encoder/encoder.0/layers.0/norm1/Add                          Add             400             0.00%       1,600          0.00%       0           0.00%       1x400x1        1x400x1
/model/encoder/encoder.0/layers.0/norm1/Sqrt                         Sqrt            9,600           0.00%       1,600          0.00%       0           0.00%       1x400x1        1x400x1
/model/encoder/encoder.0/layers.0/norm1/Div                          Div             409,600         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm1/Mul                          Mul             102,400         0.00%       410,624        0.04%       256         0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm1/Add_1                        Add             102,400         0.00%       410,624        0.04%       256         0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/linear1/MatMul                     MatMul          104,857,600     0.34%       2,686,976      0.26%       262,144     1.31%       1x400x256      1x400x1024
/model/encoder/encoder.0/layers.0/linear1/Add                        Add             409,600         0.00%       1,642,496      0.16%       1,024       0.01%       1024           1x400x1024
/model/encoder/encoder.0/layers.0/activation/Div                     Div             1,638,400       0.01%       1,638,400      0.16%       0           0.00%       1x400x1024     1x400x1024
/model/encoder/encoder.0/layers.0/activation/Erf                     Erf             0               0.00%       1,638,400      0.16%       0           0.00%       1x400x1024     1x400x1024
/model/encoder/encoder.0/layers.0/activation/Add                     Add             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x400x1024     1x400x1024
/model/encoder/encoder.0/layers.0/activation/Mul                     Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x400x1024     1x400x1024
/model/encoder/encoder.0/layers.0/activation/Mul_1                   Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x400x1024     1x400x1024
/model/encoder/encoder.0/layers.0/linear2/MatMul                     MatMul          104,857,600     0.34%       1,458,176      0.14%       262,144     1.31%       1x400x1024     1x400x256
/model/encoder/encoder.0/layers.0/linear2/Add                        Add             102,400         0.00%       410,624        0.04%       256         0.00%       256            1x400x256
/model/encoder/encoder.0/layers.0/Add_2                              Add             102,400         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm2/ReduceMean                   ReduceMean      102,400         0.00%       1,600          0.00%       0           0.00%       1x400x256      1x400x1
/model/encoder/encoder.0/layers.0/norm2/Sub                          Sub             102,400         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm2/Pow                          Pow             3,276,800       0.01%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm2/ReduceMean_1                 ReduceMean      102,400         0.00%       1,600          0.00%       0           0.00%       1x400x256      1x400x1
/model/encoder/encoder.0/layers.0/norm2/Add                          Add             400             0.00%       1,600          0.00%       0           0.00%       1x400x1        1x400x1
/model/encoder/encoder.0/layers.0/norm2/Sqrt                         Sqrt            9,600           0.00%       1,600          0.00%       0           0.00%       1x400x1        1x400x1
/model/encoder/encoder.0/layers.0/norm2/Div                          Div             409,600         0.00%       409,600        0.04%       0           0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm2/Mul                          Mul             102,400         0.00%       410,624        0.04%       256         0.00%       1x400x256      1x400x256
/model/encoder/encoder.0/layers.0/norm2/Add_1                        Add             102,400         0.00%       410,624        0.04%       256         0.00%       1x400x256      1x400x256
/model/encoder/Transpose_1                                           Transpose       0               0.00%       409,600        0.04%       0           0.00%       1x400x256      1x256x400
/model/encoder/lateral_convs.0/conv/Conv                             Conv            26,316,800      0.08%       672,768        0.07%       65,792      0.33%       1x256x20x20    1x256x20x20
/model/encoder/lateral_convs.0/act/Sigmoid                           Sigmoid         3,276,800       0.01%       409,600        0.04%       0           0.00%       1x256x20x20    1x256x20x20
/model/encoder/lateral_convs.0/act/Mul                               Mul             102,400         0.00%       409,600        0.04%       0           0.00%       1x256x20x20    1x256x20x20
/model/encoder/Resize                                                Resize          0               0.00%       1,638,416      0.16%       4           0.00%       1x256x20x20    1x256x40x40
/model/encoder/fpn_blocks.0/conv1/conv/Conv                          Conv            105,062,400     0.34%       1,081,856      0.11%       65,664      0.33%       1x512x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv2/conv/Conv                          Conv            105,062,400     0.34%       1,081,856      0.11%       65,664      0.33%       1x512x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv1/act/Sigmoid                        Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv2/act/Sigmoid                        Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv1/act/Mul                            Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv2/act/Mul                            Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.0/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.0/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.0/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.1/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.1/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.1/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.2/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.2/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/bottlenecks/bottlenecks.2/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/Add                                      Add             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/fpn_blocks.0/conv3/conv/Conv                          Conv            52,838,400      0.17%       1,770,496      0.17%       33,024      0.16%       1x128x40x40    1x256x40x40
/model/encoder/fpn_blocks.0/conv3/act/Sigmoid                        Sigmoid         13,107,200      0.04%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/fpn_blocks.0/conv3/act/Mul                            Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/lateral_convs.1/conv/Conv                             Conv            105,267,200     0.34%       1,901,568      0.19%       65,792      0.33%       1x256x40x40    1x256x40x40
/model/encoder/lateral_convs.1/act/Sigmoid                           Sigmoid         13,107,200      0.04%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/lateral_convs.1/act/Mul                               Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/Resize_1                                              Resize          0               0.00%       6,553,600      0.64%       0           0.00%       1x256x40x40    1x256x80x80
/model/encoder/fpn_blocks.1/conv1/conv/Conv                          Conv            420,249,600     1.36%       3,539,456      0.35%       65,664      0.33%       1x512x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv2/conv/Conv                          Conv            420,249,600     1.36%       3,539,456      0.35%       65,664      0.33%       1x512x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv1/act/Sigmoid                        Sigmoid         26,214,400      0.08%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv2/act/Sigmoid                        Sigmoid         26,214,400      0.08%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv1/act/Mul                            Mul             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv2/act/Mul                            Mul             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.0/conv/Conv      Conv            944,537,600     3.05%       3,867,136      0.38%       147,584     0.74%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.0/act/Sigmoid    Sigmoid         26,214,400      0.08%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.0/act/Mul        Mul             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.1/conv/Conv      Conv            944,537,600     3.05%       3,867,136      0.38%       147,584     0.74%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.1/act/Sigmoid    Sigmoid         26,214,400      0.08%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.1/act/Mul        Mul             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.2/conv/Conv      Conv            944,537,600     3.05%       3,867,136      0.38%       147,584     0.74%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.2/act/Sigmoid    Sigmoid         26,214,400      0.08%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/bottlenecks/bottlenecks.2/act/Mul        Mul             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/Add                                      Add             819,200         0.00%       3,276,800      0.32%       0           0.00%       1x128x80x80    1x128x80x80
/model/encoder/fpn_blocks.1/conv3/conv/Conv                          Conv            211,353,600     0.68%       6,685,696      0.65%       33,024      0.16%       1x128x80x80    1x256x80x80
/model/encoder/fpn_blocks.1/conv3/act/Sigmoid                        Sigmoid         52,428,800      0.17%       6,553,600      0.64%       0           0.00%       1x256x80x80    1x256x80x80
/model/encoder/fpn_blocks.1/conv3/act/Mul                            Mul             1,638,400       0.01%       6,553,600      0.64%       0           0.00%       1x256x80x80    1x256x80x80
/model/encoder/downsample_convs.0/conv/Conv                          Conv            944,128,000     3.05%       3,998,720      0.39%       590,080     2.94%       1x256x80x80    1x256x40x40
/model/decoder/input_proj.0/conv/Conv                                Conv            421,068,800     1.36%       6,816,768      0.67%       65,792      0.33%       1x256x80x80    1x256x80x80
/model/encoder/downsample_convs.0/act/Sigmoid                        Sigmoid         13,107,200      0.04%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/downsample_convs.0/act/Mul                            Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/decoder/Transpose                                             Transpose       0               0.00%       6,553,600      0.64%       0           0.00%       1x256x6400     1x6400x256
/model/encoder/pan_blocks.0/conv1/conv/Conv                          Conv            105,062,400     0.34%       1,081,856      0.11%       65,664      0.33%       1x512x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv2/conv/Conv                          Conv            105,062,400     0.34%       1,081,856      0.11%       65,664      0.33%       1x512x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv1/act/Sigmoid                        Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv2/act/Sigmoid                        Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv1/act/Mul                            Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv2/act/Mul                            Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.0/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.0/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.0/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.1/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.1/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.1/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.2/conv/Conv      Conv            236,134,400     0.76%       1,409,536      0.14%       147,584     0.74%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.2/act/Sigmoid    Sigmoid         6,553,600       0.02%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/bottlenecks/bottlenecks.2/act/Mul        Mul             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/Add                                      Add             204,800         0.00%       819,200        0.08%       0           0.00%       1x128x40x40    1x128x40x40
/model/encoder/pan_blocks.0/conv3/conv/Conv                          Conv            52,838,400      0.17%       1,770,496      0.17%       33,024      0.16%       1x128x40x40    1x256x40x40
/model/encoder/pan_blocks.0/conv3/act/Sigmoid                        Sigmoid         13,107,200      0.04%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/pan_blocks.0/conv3/act/Mul                            Mul             409,600         0.00%       1,638,400      0.16%       0           0.00%       1x256x40x40    1x256x40x40
/model/encoder/downsample_convs.1/conv/Conv                          Conv            236,032,000     0.76%       2,769,920      0.27%       590,080     2.94%       1x256x40x40    1x256x20x20
/model/decoder/input_proj.1/conv/Conv                                Conv            105,267,200     0.34%       1,901,568      0.19%       65,792      0.33%       1x256x40x40    1x256x40x40
/model/encoder/downsample_convs.1/act/Sigmoid                        Sigmoid         3,276,800       0.01%       409,600        0.04%       0           0.00%       1x256x20x20    1x256x20x20
/model/encoder/downsample_convs.1/act/Mul                            Mul             102,400         0.00%       409,600        0.04%       0           0.00%       1x256x20x20    1x256x20x20
