Name                                 Type       MACs             CPercent    Memory         MPercent    Params      PPercent    InShape         OutShape        VACC    Relay
/model.15/Constant_1                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.15/Constant_2                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.15/Constant_3                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.15/Constant_4                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.15/Constant_5                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.15/attn/gl/Constant           Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.15/attn/gl/MatMul             MatMul     5,242,880        0.00%       303,104        0.01%       65,536      0.14%       1x80x512        1x80x128        fail    fail
/model.15/attn/gl/Add                Add        10,240           0.00%       41,472         0.00%       128         0.00%       128             1x80x128        fail    fail
/model.15/attn/Constant              Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.15/attn/Reshape               Reshape    0                0.00%       40,960         0.00%       0           0.00%       1x80x128        1x80x4x32       fail    fail
/model.15/attn/Constant_1            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.15/attn/Constant_2            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.15/attn/Constant_3            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.15/attn/Constant_4            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.15/attn/Constant_5            Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.18/Constant                   Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/Constant_1                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/Constant_2                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/Constant_3                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/Constant_4                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/Constant_5                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.18/attn/gl/Constant           Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.18/attn/gl/MatMul             MatMul     10,485,760       0.00%       606,208        0.01%       131,072     0.28%       1x80x512        1x80x256        fail    fail
/model.18/attn/gl/Add                Add        20,480           0.00%       82,944         0.00%       256         0.00%       256             1x80x256        fail    fail
/model.18/attn/Constant              Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.18/attn/Reshape               Reshape    0                0.00%       81,920         0.00%       0           0.00%       1x80x256        1x80x8x32       fail    fail
/model.18/attn/Constant_1            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.18/attn/Constant_2            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.18/attn/Constant_3            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.18/attn/Constant_4            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.18/attn/Constant_5            Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.21/Constant                   Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/Constant_1                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/Constant_2                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/Constant_3                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/Constant_4                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/Constant_5                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.21/attn/gl/Constant           Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.21/attn/gl/MatMul             MatMul     10,485,760       0.00%       606,208        0.01%       131,072     0.28%       1x80x512        1x80x256        fail    fail
/model.21/attn/gl/Add                Add        20,480           0.00%       82,944         0.00%       256         0.00%       256             1x80x256        fail    fail
/model.21/attn/Constant              Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.21/attn/Reshape               Reshape    0                0.00%       81,920         0.00%       0           0.00%       1x80x256        1x80x8x32       fail    fail
/model.21/attn/Constant_1            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.21/attn/Constant_2            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.21/attn/Constant_3            Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.21/attn/Constant_4            Constant   0                0.00%       0              0.00%       0           0.00%       0               5               fail    fail
/model.21/attn/Constant_5            Constant   0                0.00%       0              0.00%       0           0.00%       0               4               fail    fail
/model.22/cv4.0/Constant             Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.22/cv4.0/Exp                  Exp        0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/cv4.1/Constant             Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.22/cv4.1/Exp                  Exp        0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/cv4.2/Constant             Constant   0                0.00%       0              0.00%       0           0.00%       0               1x80x512        fail    fail
/model.22/cv4.2/Exp                  Exp        0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/Constant                   Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/Constant_1                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_2                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_3                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_4                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_5                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_6                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Constant               Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/dfl/Constant_1             Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/dfl/Constant_2             Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Constant_3             Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/dfl/Constant_4             Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_7                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_8                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_9                 Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_10                Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_11                Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_12                Constant   0                0.00%       0              0.00%       0           0.00%       0               1               fail    fail
/model.22/Constant_13                Constant   0                0.00%       0              0.00%       0           0.00%       0               1x2x33600       fail    fail
/model.22/Constant_14                Constant   0                0.00%       0              0.00%       0           0.00%       0               1x2x33600       fail    fail
/model.22/Constant_15                Constant   0                0.00%       0              0.00%       0           0.00%       0               0               fail    fail
/model.22/Constant_16                Constant   0                0.00%       0              0.00%       0           0.00%       0               1x33600         fail    fail
/model.0/conv/Conv                   Conv       734,003,200      0.20%       104,864,768    2.02%       1,792       0.00%       1x3x1280x1280   1x64x640x640    fail    fail
/model.0/act/Sigmoid                 Sigmoid    838,860,800      0.23%       104,857,600    2.02%       0           0.00%       1x64x640x640    1x64x640x640    fail    fail
/model.0/act/Mul                     Mul        26,214,400       0.01%       104,857,600    2.02%       0           0.00%       1x64x640x640    1x64x640x640    fail    fail
/model.1/conv/Conv                   Conv       7,562,854,400    2.09%       52,724,224     1.02%       73,856      0.16%       1x64x640x640    1x128x320x320   fail    fail
/model.1/act/Sigmoid                 Sigmoid    419,430,400      0.12%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.1/act/Mul                     Mul        13,107,200       0.00%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.2/cv1/conv/Conv               Conv       1,690,828,800    0.47%       52,494,848     1.01%       16,512      0.04%       1x128x320x320   1x128x320x320   fail    fail
/model.2/cv1/act/Sigmoid             Sigmoid    419,430,400      0.12%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.2/cv1/act/Mul                 Mul        13,107,200       0.00%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.2/Split                       Split      0                0.00%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x64x320x320    fail    fail
/model.2/m.0/cv1/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/cv1/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/cv1/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/cv2/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/cv2/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/cv2/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.0/Add                     Add        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv1/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv1/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv1/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv2/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv2/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/cv2/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.1/Add                     Add        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv1/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv1/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv1/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv2/conv/Conv           Conv       3,781,427,200    1.05%       26,362,112     0.51%       36,928      0.08%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv2/act/Sigmoid         Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/cv2/act/Mul             Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/m.2/Add                     Add        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x64x320x320    1x64x320x320    fail    fail
/model.2/Concat                      Concat     0                0.00%       131,072,000    2.53%       0           0.00%       1x64x320x320    1x320x320x320   fail    fail
/model.2/cv2/conv/Conv               Conv       4,207,411,200    1.16%       52,593,152     1.01%       41,088      0.09%       1x320x320x320   1x128x320x320   fail    fail
/model.2/cv2/act/Sigmoid             Sigmoid    419,430,400      0.12%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.2/cv2/act/Mul                 Mul        13,107,200       0.00%       52,428,800     1.01%       0           0.00%       1x128x320x320   1x128x320x320   fail    fail
/model.3/conv/Conv                   Conv       7,556,300,800    2.09%       27,395,072     0.53%       295,168     0.63%       1x128x320x320   1x256x160x160   fail    fail
/model.3/act/Sigmoid                 Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.3/act/Mul                     Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.4/cv1/conv/Conv               Conv       1,684,275,200    0.47%       26,477,568     0.51%       65,792      0.14%       1x256x160x160   1x256x160x160   fail    fail
/model.4/cv1/act/Sigmoid             Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.4/cv1/act/Mul                 Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.4/Split                       Split      0                0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.0/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.1/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.2/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.3/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.4/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv1/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv1/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv1/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv2/conv/Conv           Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv2/act/Sigmoid         Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/cv2/act/Mul             Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/m.5/Add                     Add        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.4/Concat                      Concat     0                0.00%       104,857,600    2.02%       0           0.00%       1x128x160x160   1x1024x160x160  fail    fail
/model.4/cv2/conv/Conv               Conv       6,717,440,000    1.86%       27,264,000     0.53%       262,400     0.56%       1x1024x160x160  1x256x160x160   fail    fail
/model.4/cv2/act/Sigmoid             Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.4/cv2/act/Mul                 Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.5/conv/Conv                   Conv       7,553,024,000    2.09%       17,827,840     0.34%       1,180,160   2.52%       1x256x160x160   1x512x80x80     fail    fail
/model.5/act/Sigmoid                 Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.5/act/Mul                     Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.6/cv1/conv/Conv               Conv       1,680,998,400    0.47%       14,157,824     0.27%       262,656     0.56%       1x512x80x80     1x512x80x80     fail    fail
/model.6/cv1/act/Sigmoid             Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.6/cv1/act/Mul                 Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.6/Split                       Split      0                0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.0/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.1/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.2/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
